Serial_Number,xgb_predict
201607100644,19.088312
201607100649,22.74966
201607100686,25.627684
201607100704,21.367409
201607100747,26.213406
201607100749,24.172169
201607100780,26.524326
201607100783,26.718037
201607100784,25.831694
201607100785,27.71792
201607100791,22.580353
201607100794,26.074875
201607100797,23.496674
201607100813,24.303545
201607100816,23.898848
201607100817,27.267767
201607100819,27.93736
201607100821,27.585598
201607100822,27.666128
201607100824,31.13848
201607100826,28.779678
201607100827,31.993086
201607100829,27.420115
201607100834,29.045414
201607100845,31.784761
201607100848,28.496645
201607100849,38.17222
201607100864,50.69757
201607100868,27.83519
201607100869,47.913364
201607100870,31.233826
201607100877,31.181381
201607100878,27.14264
201607100879,40.543636
201607100884,53.94006
201607100890,50.128895
201607100896,38.85365
201607100899,39.59555
201607100901,50.870693
201607100914,45.630936
201607100927,51.29706
201607100929,49.753815
201607100934,45.750484
201607100935,59.321632
201607100936,57.090885
201607100937,45.52134
201607100938,49.711235
201607100940,55.937378
201607100941,54.30141
201607100943,56.51539
201607100945,62.142597
201607100953,50.63873
201607100958,42.73636
201607100968,50.843575
201607100978,61.34648
201607100982,57.355076
201607100988,57.40304
201607100989,53.986
201607100993,59.344948
201607100994,59.002174
201607100996,64.476776
201607100997,39.60939
201607101000,61.02096
201607101001,51.89731
201607101003,62.86523
201607101004,62.5002
201607101009,52.558956
201607101013,64.51606
201607101014,60.856205
201607101021,59.204006
201607101022,52.144424
201607101023,61.710392
201607101026,28.731731
201607101031,60.646038
201607101032,65.07009
201607101034,62.972664
201607101035,63.44041
201607101039,62.18125
201607101040,62.027824
201607101041,61.897053
201607101048,60.23305
201607101049,54.904026
201607101055,65.91164
201607101061,63.498325
201607101062,60.650826
201607101069,67.24053
201607101070,64.14666
201607101071,65.27813
201607101073,65.21277
201607101074,62.184933
201607101079,59.91071
201607101082,59.89405
201607101083,63.19277
201607101085,53.842884
201607101087,62.48403
201607101094,61.337276
201607101098,60.39608
201607101109,64.08531
201607101113,50.41919
201607101122,65.311806
201607101124,63.422478
201607101125,64.0649
201607101134,64.223114
201607101137,54.901478
201607101142,57.120197
201607101145,55.35575
201607101149,59.48555
201607101151,42.61371
201607101152,37.809452
201607101155,55.68465
201607101156,35.907246
201607101157,45.875584
201607101162,30.93851
201607101165,54.711395
201607101172,34.215645
201607101174,36.44152
201607101176,29.883715
201607101179,29.629957
201607101180,29.852516
201607101184,37.551426
201607101188,30.260973
201607101191,20.643566
201607101196,17.130785
201607101199,16.10641
201607101201,20.109982
201607101203,18.752184
201607101205,22.625504
201607101207,14.356991
201607101214,17.793976
201607101216,21.214735
201607101221,18.70653
201607101271,21.34209
201607110032,24.171629
201607110136,24.932648
201607110139,23.989494
201607110196,37.117016
201607110200,31.538996
201607110204,36.60847
201607110206,33.072567
201607110221,31.959364
201607110222,33.42901
201607110224,33.048195
201607110231,39.023724
201607110233,39.36588
201607110259,37.47069
201607110261,37.11413
201607110265,35.29196
201607110284,38.476017
201607110292,31.407303
201607110296,28.960085
201607110309,33.3512
201607110323,29.720165
201607110350,27.306091
201607110354,27.856195
201607110356,26.948736
201607110357,28.3959
201607110366,25.720957
201607110369,26.42693
201607110371,28.453726
201607110376,29.161715
201607110378,24.834522
201607110401,25.522152
201607110402,27.099926
201607110403,25.846315
201607110405,26.85541
201607110409,24.850306
201607110411,26.542309
201607110412,24.142328
201607110414,26.172081
201607110416,30.573322
201607110430,23.735811
201607110433,21.616737
201607110437,26.117655
201607110441,21.369646
201607110680,23.074429
201607110774,25.9622
201607110790,18.319225
201607110793,19.911388
201607110794,24.519503
201607110795,21.546347
201607110798,20.33861
201607110799,21.440546
201607110800,16.786928
201607110804,22.039413
201607110810,18.446636
201607110811,24.22872
201607110812,19.757893
201607110814,20.611069
201607110826,23.200857
201607110827,22.318592
201607110828,20.503452
201607110832,25.157742
201607110836,23.688211
201607110839,23.787264
201607110846,27.294966
201607110847,27.102804
201607110848,25.875355
201607110858,26.696194
201607110859,27.410799
201607110861,27.253721
201607110865,27.78001
201607110866,20.977217
201607110880,34.889557
201607110881,32.28534
201607110882,27.326975
201607110883,31.733498
201607110890,28.723454
201607110892,29.430109
201607110893,32.10448
201607110896,33.7403
201607110899,31.905191
201607110901,36.52363
201607110906,30.128141
201607110909,31.164827
201607110932,34.14858
201607110955,35.146095
201607110971,37.96447
201607110974,38.883495
201607110978,37.5561
201607110980,37.63355
201607110982,34.88856
201607110984,35.696445
201607110990,34.47121
201607110991,35.81948
201607110995,39.041794
201607110999,42.517216
201607111000,37.345345
201607111003,37.65004
201607111004,33.554234
201607111010,33.935143
201607111013,37.953568
201607111015,34.538563
201607111017,33.13732
201607111019,34.75957
201607111022,32.487545
201607111034,30.83917
201607111038,35.76483
201607111045,35.23881
201607111050,29.568562
201607111059,22.384588
201607111066,19.730825
201607111074,22.709112
201607111076,20.884348
201607111077,19.759443
201607111078,19.030432
201607111080,18.973913
201607111082,19.425304
201607111087,33.105606
201607111088,19.197197
201607111090,20.398138
201607111091,33.310017
201607111092,17.780094
201607111093,33.45583
201607111095,20.754185
201607120188,22.33598
201607120193,19.90563
201607120195,18.17254
201607120237,20.702192
201607120239,19.63226
201607120252,21.460514
201607120254,21.475666
201607120255,30.88161
201607120259,20.248001
201607120264,30.531414
201607120266,24.390596
201607120267,25.783276
201607120268,22.90216
201607120269,26.036892
201607120284,21.234512
201607120288,21.075397
201607120290,19.698792
201607120312,22.31573
201607120313,21.32101
201607120316,20.534094
201607120318,17.25877
201607120319,20.348671
201607120322,16.795177
201607120348,22.201517
201607120749,21.864967
201607120751,16.381746
201607120752,17.253456
201607120753,17.66707
201607120756,17.99629
201607120757,16.981403
201607120770,16.050236
201607120775,17.456573
201607120777,16.328268
201607120778,17.505907
201607120782,17.766045
201607120786,19.767883
201607120787,18.045698
201607120790,22.108147
201607120798,23.801117
201607120800,23.685705
201607120804,24.806244
201607120819,22.767183
201607120834,22.046629
201607120836,19.86105
201607120840,24.820242
201607120843,22.662703
201607120847,22.89671
201607120852,22.376497
201607120854,17.952995
201607120855,20.949543
201607120856,17.718588
201607120860,18.178572
201607120870,18.43954
201607120872,18.134542
201607120873,18.537788
201607120874,18.721972
201607120876,18.142904
201607120880,20.218592
201607120881,18.695082
201607120882,21.420958
201607120883,19.404795
201607120907,20.189154
201607120922,18.678135
201607120923,18.719385
201607120948,30.28527
201607120954,30.83858
201607120958,25.967659
201607121001,31.266699
201607121035,19.279703
201607121044,19.902931
201607121050,17.801401
201607121056,16.64525
201607121061,18.047636
201607130162,22.629011
201607130195,18.715069
201607130201,23.905859
201607130727,21.2912
201607130753,20.961912
201607130775,23.196947
201607130779,20.698225
201607130800,16.750713
201607130803,20.75751
201607130804,20.140831
201607130805,18.627678
201607130809,18.930971
201607130810,22.547348
201607130818,25.481174
201607130826,21.779871
201607130869,20.239977
201607130896,17.922699
201607130904,20.500635
201607131006,18.855331
201607131009,16.758982
201607131014,22.763138
201607131018,16.523457
201607131019,17.798878
201607131026,16.090378
201607131027,16.886541
201607131029,17.828611
201607131031,19.82658
201607131032,17.175304
201607140313,21.003405
201607140403,26.725702
201607140710,23.20096
201607140735,22.128044
201607140744,18.896585
201607140748,18.605906
201607140751,23.508991
201607140757,20.614935
201607140764,22.630705
201607140780,19.999098
201607140805,27.079655
201607140838,19.262415
201607140854,17.100636
201607140875,25.27802
201607140877,22.355795
201607140882,24.557045
201607140884,21.405432
201607140888,24.320517
201607140890,21.145021
201607140902,23.24168
201607140904,27.69959
201607140905,24.531445
201607140907,27.207365
201607140908,25.721214
201607140910,25.497168
201607140945,32.612556
201607140967,29.296131
201607140973,35.57369
201607140978,28.82434
201607140983,20.707708
201607140985,18.732187
201607140988,20.590939
201607141034,17.892628
201607141036,27.295855
201607141039,16.992876
201607141046,17.782314
201607141070,17.934261
201607141075,32.79047
201607141077,17.035769
201607150124,20.333654
201607150125,21.09708
201607150131,21.446175
201607150134,22.927025
201607150137,22.850275
201607150139,27.742403
201607150198,29.66584
201607150208,32.43922
201607150209,33.69574
201607150211,37.614944
201607150252,36.312572
201607150255,38.02998
201607150256,35.599354
201607150260,34.71067
201607150274,40.24882
201607150283,30.688112
201607150286,40.91092
201607150323,42.73035
201607150324,43.29206
201607150327,43.96169
201607150373,36.23873
201607150378,23.275194
201607150759,25.75114
201607150777,23.75578
201607150786,38.022095
201607150802,38.77
201607150805,29.260698
201607150815,41.803894
201607150826,38.86681
201607150828,43.491943
201607150872,49.355156
201607150874,51.61516
201607150881,44.658268
201607150886,41.56121
201607150888,49.857403
201607150897,42.084442
201607150898,24.209538
201607150909,57.888824
201607150916,49.808956
201607150934,46.6096
201607150936,50.826736
201607150963,53.179005
201607150967,57.543804
201607150979,51.704456
201607150982,54.876007
201607150989,56.0698
201607150991,52.284393
201607150994,52.841995
201607151007,55.514786
201607151015,41.652565
201607151028,52.958656
201607151032,41.741867
201607151041,43.747646
201607151058,43.3422
201607151061,35.363586
201607151063,44.815502
201607151064,37.737747
201607151067,52.857334
201607151068,56.57257
201607151069,49.346607
201607151071,51.024338
201607151072,39.203045
201607151073,33.327923
201607151075,43.61778
201607151077,41.036186
201607151078,33.43925
201607151082,33.668602
201607151099,36.61935
201607151100,29.951187
201607151101,32.268627
201607151110,32.625134
201607151112,32.26308
201607151115,32.47615
201607151125,28.694498
201607151128,27.637405
201607151130,28.027588
201607151132,29.44381
201607151135,25.814163
201607151138,28.172892
201607151139,26.687603
201607151144,29.220375
201607160126,29.557734
201607160130,22.723206
201607160135,32.014027
201607160142,33.8734
201607160155,42.3385
201607160160,21.75542
201607160163,37.227886
201607160166,37.24051
201607160171,43.072784
201607160172,39.89673
201607160175,39.796413
201607160177,45.609142
201607160183,39.530888
201607160196,51.16801
201607160203,48.469135
201607160212,47.83363
201607160215,32.83761
201607160216,48.91902
201607160225,48.5289
201607160234,52.31388
201607160239,53.359756
201607160240,45.35772
201607160242,63.956078
201607160245,61.465
201607160247,44.4814
201607160251,36.67858
201607160255,56.86096
201607160272,67.51127
201607160275,64.06458
201607160277,57.88182
201607160283,48.24522
201607160284,57.558743
201607160292,59.804688
201607160296,60.26585
201607160300,69.68389
201607160303,57.71201
201607160312,52.581432
201607160314,68.77995
201607160316,66.71366
201607160317,59.643955
201607160319,64.7826
201607160321,66.133095
201607160325,66.47062
201607160326,57.857143
201607160329,68.34143
201607160331,57.88189
201607160332,64.088066
201607160333,56.57576
201607160334,55.60508
201607160335,67.379234
201607160336,67.55813
201607160338,42.805695
201607160341,62.442352
201607160342,61.212967
201607160344,66.828804
201607160345,68.97286
201607160351,19.150375
201607160379,62.09715
201607160381,63.39651
201607160388,67.941925
201607160393,59.399757
201607160394,50.34942
201607160396,55.237957
201607160397,57.858418
201607160403,61.088165
201607160417,59.770447
201607160429,55.945152
201607160434,55.44882
201607160459,39.26709
201607160460,41.65605
201607160464,38.094357
201607160465,35.148746
201607160466,41.613247
201607160468,35.6294
201607160469,36.964848
201607160476,42.60088
201607160481,42.502434
201607160482,48.438248
201607160505,32.967
201607160622,20.16492
201607160624,25.675215
201607160828,20.95572
201607160834,24.78743
201607160835,20.940296
201607160836,33.850784
201607160837,31.477835
201607160840,28.776836
201607160854,34.144276
201607160855,33.94231
201607160857,32.844875
201607160859,33.141663
201607160866,29.934153
201607160877,20.999846
201607160888,55.12209
201607160891,36.30461
201607160892,50.18645
201607160895,54.176083
201607160898,38.911148
201607160903,44.510403
201607160908,44.966732
201607160910,52.76835
201607160915,38.856735
201607160925,61.059643
201607160928,51.783077
201607160940,67.768265
201607160942,68.110466
201607160954,58.18472
201607160955,59.130486
201607160965,63.372536
201607160991,64.419426
201607160997,63.239914
201607161001,68.16539
201607161004,63.83837
201607161007,60.25198
201607161008,60.7241
201607161024,67.60175
201607161025,68.4109
201607161029,66.324356
201607161030,64.30356
201607161032,68.270454
201607161035,66.007576
201607161041,65.69862
201607161044,66.36668
201607161050,65.85021
201607161053,62.75237
201607161054,66.82279
201607161059,68.56139
201607161074,64.53863
201607161077,67.59689
201607161078,63.292168
201607161081,63.9352
201607161082,66.00615
201607161084,63.812828
201607161085,61.335785
201607161090,65.09373
201607161095,66.508804
201607161097,64.14953
201607161102,65.34927
201607161117,68.798355
201607161120,65.8841
201607161136,69.29067
201607161137,68.9231
201607161139,68.38258
201607161142,67.38356
201607161145,66.08325
201607161148,59.879547
201607161149,68.72229
201607161151,63.39091
201607161158,61.64679
201607161165,61.470016
201607161180,65.31593
201607161181,65.91115
201607161198,61.47033
201607161200,65.42715
201607161228,63.015938
201607161241,63.223804
201607161243,65.32304
201607161315,16.198347
201607161317,37.92246
201607170096,21.6128
201607170097,21.746431
201607170102,24.536901
201607170104,34.341293
201607170107,25.370062
201607170111,21.506468
201607170114,27.804132
201607170115,34.122257
201607170125,50.634434
201607170134,50.7346
201607170137,49.346397
201607170156,59.378128
201607170164,34.711475
201607170166,35.423042
201607170169,39.21271
201607170206,49.638695
201607170211,48.113728
201607170221,63.612206
201607170227,53.47776
201607170236,56.9407
201607170242,51.93324
201607170243,70.39503
201607170244,58.283375
201607170247,71.07134
201607170262,66.59879
201607170268,59.428833
201607170273,51.90376
201607170275,66.20306
201607170278,63.82309
201607170279,68.52202
201607170284,64.58403
201607170286,69.03161
201607170289,68.69437
201607170292,69.50215
201607170302,68.938446
201607170305,72.84115
201607170327,71.19465
201607170331,71.04084
201607170346,68.10187
201607170366,69.775795
201607170369,69.85007
201607170374,68.89831
201607170375,65.53341
201607170378,72.48661
201607170383,70.608734
201607170388,67.08665
201607170394,68.42254
201607170400,70.943535
201607170404,70.24994
201607170416,66.621414
201607170417,62.896782
201607170418,69.82154
201607170424,65.2468
201607170426,66.84837
201607170437,63.356
201607170449,67.11921
201607170456,64.9805
201607170459,63.56513
201607170465,67.393005
201607170466,63.9572
201607170468,67.64705
201607170470,63.884216
201607170472,68.93822
201607170475,66.85147
201607170478,71.180885
201607170479,64.93727
201607170483,71.70997
201607170484,69.05538
201607170485,66.288475
201607170486,69.398094
201607170490,67.673355
201607170508,68.1974
201607170513,64.49419
201607170514,68.29284
201607170536,70.78941
201607170541,69.530045
201607170552,67.601776
201607170553,62.676468
201607170560,68.19792
201607170561,63.72396
201607170564,69.363945
201607170567,66.27811
201607170572,60.04486
201607170576,68.053185
201607170577,61.76806
201607170579,67.94865
201607170615,51.99577
201607170624,61.59814
201607170648,34.822224
201607170722,42.001568
201607170867,40.523705
201607170884,26.716429
201607170902,44.104324
201607170911,49.258484
201607170913,68.95571
201607170914,47.209766
201607170915,34.831287
201607170917,50.421318
201607170932,45.981194
201607170933,48.306587
201607170934,26.397545
201607170940,50.271034
201607170950,48.146954
201607170960,50.241135
201607170987,52.522255
201607170990,58.05836
201607171001,60.04552
201607171004,60.951252
201607171006,68.19843
201607171010,62.555588
201607171014,63.757954
201607171017,61.64176
201607171020,67.97939
201607171023,59.940872
201607171042,68.16618
201607171045,62.23761
201607171046,65.11659
201607171050,68.671814
201607171051,65.89569
201607171053,67.820496
201607171055,62.783207
201607171062,69.96799
201607171067,66.80557
201607171073,66.93923
201607171081,67.308784
201607171088,62.476833
201607171091,67.668015
201607171094,60.618916
201607171103,60.00754
201607171104,65.20901
201607171106,67.2103
201607171107,68.918755
201607171109,61.095226
201607171115,63.480824
201607171121,69.49334
201607171124,63.41402
201607171126,65.16408
201607171131,64.84569
201607171136,68.99764
201607171143,68.563416
201607171145,62.223278
201607171147,48.699997
201607171148,65.14876
201607171152,65.50048
201607171157,68.8076
201607171160,66.458534
201607171163,64.60169
201607171166,67.36077
201607171176,67.58035
201607171178,68.84569
201607171179,67.93916
201607171184,63.11759
201607171192,70.22235
201607171195,61.626472
201607171197,60.76159
201607171198,61.42692
201607171209,58.114742
201607171211,65.40128
201607171212,59.886635
201607171213,60.29666
201607171219,65.29767
201607171238,64.80948
201607171241,61.16081
201607171244,66.718025
201607171245,63.139046
201607171256,63.96472
201607171258,60.93338
201607171261,59.525738
201607171262,57.488796
201607171263,67.89243
201607171267,66.81483
201607171268,65.9737
201607171272,57.175774
201607171277,59.805542
201607171278,66.09984
201607171280,60.30128
201607171283,48.550735
201607171288,64.634674
201607171289,65.31198
201607171292,57.430588
201607171296,65.31101
201607171297,63.930317
201607171300,58.092197
201607171302,61.15684
201607171304,60.558887
201607171307,64.41354
201607171312,30.824673
201607171313,53.31717
201607171315,58.432346
201607171317,48.245716
201607171321,40.926968
201607171323,55.62054
201607171330,37.356117
201607171341,40.2682
201607171343,23.07155
201607180201,35.027813
201607180206,24.792711
201607180208,23.619568
201607180234,38.19511
201607180239,27.729383
201607180241,25.434582
201607180242,26.509119
201607180245,34.17805
201607180249,27.83859
201607180251,37.837658
201607180253,31.420055
201607180254,31.113457
201607180256,29.757502
201607180258,35.21462
201607180263,33.18086
201607180269,36.422897
201607180271,30.61388
201607180272,36.640915
201607180296,26.498129
201607180314,32.83143
201607180319,31.160145
201607180320,31.966183
201607180325,33.62523
201607180327,33.464886
201607180328,36.527283
201607180331,31.500454
201607180333,38.36052
201607180342,31.823162
201607180346,34.013924
201607180355,39.15379
201607180368,41.75969
201607180371,36.15609
201607180387,42.421753
201607180388,32.636497
201607180413,30.05627
201607180417,30.125872
201607180429,31.625387
201607180430,29.983652
201607180437,33.20607
201607180443,35.659313
201607180444,42.470116
201607180448,30.287943
201607180449,33.6911
201607180457,31.706121
201607180458,28.763254
201607180462,27.19065
201607180464,45.2541
201607180468,27.98574
201607180523,23.29728
201607180532,19.78646
201607180539,21.584257
201607180543,20.502361
201607180556,23.996162
201607180559,24.161377
201607180914,25.082827
201607180927,28.852173
201607180928,31.624084
201607180929,30.377161
201607180937,34.0986
201607180943,34.346676
201607180949,30.31038
201607180956,29.696304
201607180957,33.879246
201607180959,32.129925
201607180971,36.239773
201607180973,29.995949
201607180977,32.134365
201607180980,43.864452
201607180983,35.578876
201607180991,36.837
201607181003,23.862995
201607181014,38.290306
201607181019,33.02676
201607181032,36.579094
201607181035,32.416378
201607181036,31.554306
201607181039,33.917263
201607181041,32.199104
201607181043,37.74635
201607181044,34.927845
201607181047,31.380127
201607181049,34.438385
201607181050,36.819405
201607181056,36.34119
201607181057,37.536602
201607181069,35.295338
201607181071,30.294903
201607181072,31.281084
201607181073,35.091022
201607181074,29.842916
201607181076,37.972225
201607181077,32.37184
201607181082,44.166958
201607181085,27.374538
201607181109,20.88964
201607181112,19.997486
201607181117,26.74055
201607181120,36.591713
201607181124,31.858345
201607181126,38.93513
201607181127,17.341589
201607181129,16.444954
201607181133,18.28681
201607181144,18.248394
201607181150,20.102474
201607181156,29.022886
201607181158,18.833803
201607181159,21.409494
201607190163,25.64937
201607190181,24.264015
201607190184,19.31186
201607190195,19.785196
201607190201,26.375984
201607190204,21.457796
201607190217,22.630203
201607190218,22.052668
201607190219,26.669474
201607190221,27.097841
201607190230,25.940954
201607190231,26.424982
201607190232,23.91274
201607190233,23.674606
201607190240,29.094154
201607190247,25.008446
201607190255,29.844473
201607190263,28.318018
201607190273,30.044352
201607190274,19.126837
201607190275,21.631357
201607190278,21.33516
201607190279,29.808336
201607190282,26.276558
201607190283,24.893078
201607190287,24.571201
201607190288,23.905664
201607190291,25.110323
201607190295,23.789627
201607190296,25.934649
201607190303,24.24266
201607190309,18.67554
201607190310,28.33954
201607190312,26.713606
201607190313,24.734709
201607190314,21.303158
201607190317,18.43602
201607190318,21.330568
201607190323,27.13408
201607190336,17.980513
201607190796,18.176601
201607190798,16.694405
201607190814,21.81513
201607190819,18.623888
201607190821,20.088861
201607190822,19.382126
201607190827,21.96691
201607190885,30.5588
201607190972,22.807531
201607190984,18.213076
201607190992,26.469471
201607190994,17.606644
201607191018,26.530966
201607200111,26.840094
201607200134,27.140194
201607200147,28.069588
201607200157,24.764061
201607200163,33.226166
201607200165,29.239359
201607200166,33.736465
201607200170,25.217302
201607200172,24.664412
201607200203,35.328926
201607200204,29.481585
201607200213,29.011112
201607200215,27.742699
201607200217,28.104046
201607200221,23.602816
201607200223,26.538145
201607200225,27.943289
201607200227,26.881727
201607200232,28.522942
201607200233,27.010944
201607200235,27.124218
201607200245,29.634422
201607200248,29.736298
201607200249,25.0474
201607200250,29.117937
201607200282,22.267439
201607200291,25.049828
201607200298,22.03554
201607200313,22.26615
201607200694,23.583834
201607200695,20.7621
201607200714,21.637829
201607200721,21.121677
201607200741,18.342625
201607200742,17.329782
201607200744,20.798899
201607200763,21.527002
201607200766,23.99337
201607200778,20.82511
201607200780,24.419455
201607200797,25.195919
201607200807,24.701841
201607200835,22.664753
201607200845,25.752869
201607200847,26.276041
201607200881,32.343834
201607200894,33.988064
201607200923,33.533344
201607200927,31.049856
201607200931,31.656977
201607200933,31.396072
201607200949,35.895325
201607200955,32.10549
201607200963,31.335499
201607201000,29.89997
201607201006,17.954916
201607210065,24.043818
201607210217,28.540054
201607210236,25.009943
201607210238,25.708471
201607210242,24.215256
201607210244,23.88374
201607210245,25.395147
201607210250,24.08538
201607210251,27.009024
201607210253,26.995464
201607210257,27.715717
201607210260,22.030947
201607210268,20.913288
201607210280,20.02995
201607210283,19.587912
201607210284,19.298773
201607210301,21.018719
201607210304,22.395422
201607210313,19.596172
201607210325,21.297216
201607210337,18.762459
201607210351,20.767405
201607210355,21.1357
201607210362,21.436413
201607210364,21.316824
201607210365,22.391905
201607210754,27.9872
201607210777,22.6187
201607210810,20.849724
201607210821,20.259094
201607210826,23.39056
201607210845,24.99987
201607210876,25.349834
201607210884,21.655659
201607210904,31.829521
201607210919,34.49583
201607210959,34.91157
201607210961,37.001846
201607210963,40.394722
201607210966,32.458614
201607210967,34.818493
201607210971,37.72984
201607210984,41.851852
201607210985,38.58123
201607210988,32.87205
201607210990,34.54136
201607210993,26.50138
201607210996,34.62307
201607211010,29.70501
201607211056,24.211477
201607211088,28.206417
201607211089,17.676449
201607211090,24.408482
201607211091,18.464334
201607211093,19.50127
201607211102,18.549042
201607211103,18.581419
201607211104,18.961298
201607220182,19.744843
201607220197,24.413366
201607220203,22.955784
201607220207,22.688564
201607220208,24.043526
201607220210,21.1677
201607220216,24.163462
201607220218,28.901213
201607220219,25.206137
201607220223,24.862244
201607220234,30.724867
201607220245,29.713594
201607220246,29.561663
201607220247,27.464483
201607220249,26.399864
201607220263,28.887207
201607220271,27.571976
201607220273,26.378954
201607220281,26.51001
201607220283,26.634542
201607220294,27.664505
201607220295,26.961628
201607220296,26.681328
201607220309,27.598587
201607220312,29.042
201607220314,37.905373
201607220322,30.494125
201607220324,29.246738
201607220325,28.431215
201607220337,31.459887
201607220338,29.162823
201607220341,31.792847
201607220342,35.381012
201607220351,31.669699
201607220353,28.81915
201607220372,21.855177
201607220373,26.579388
201607220388,22.631248
201607220389,30.288454
201607220392,24.011189
201607220397,26.433174
201607220401,23.584726
201607220402,22.47225
201607220423,24.363426
201607220437,25.617674
201607220771,15.672026
201607220776,19.85114
201607220780,14.177818
201607220781,18.53578
201607220786,15.389014
201607220796,19.521402
201607220803,18.639797
201607220809,19.188406
201607220821,20.03398
201607220833,18.819233
201607220837,17.853598
201607220840,23.998682
201607220845,21.591581
201607220847,24.05625
201607220849,19.263529
201607220851,24.499332
201607220852,22.557558
201607220860,20.196238
201607220873,22.79291
201607220874,27.41577
201607220879,23.3124
201607220881,30.009377
201607220886,37.009304
201607220890,27.791773
201607220891,31.984715
201607220895,29.948044
201607220898,28.348228
201607220903,25.205215
201607220919,27.98077
201607220928,45.63856
201607220934,43.93881
201607220935,43.437542
201607220946,39.604923
201607220950,40.28908
201607220960,40.224873
201607220961,46.225334
201607220972,47.354603
201607220973,41.53103
201607220976,41.628166
201607220978,44.82509
201607220982,39.74031
201607220983,42.988583
201607220985,46.321228
201607220989,36.86909
201607220993,29.910713
201607220998,42.478424
201607220999,41.856853
201607221002,24.664118
201607221004,41.40433
201607221007,44.43324
201607221008,42.56962
201607221011,39.22488
201607221012,39.428623
201607221024,37.91606
201607221028,32.347797
201607221030,42.22541
201607221035,42.98746
201607221037,39.500065
201607221040,38.770615
201607221046,30.929544
201607221056,38.26241
201607221057,46.652885
201607221061,33.11515
201607221064,45.777084
201607221068,39.66831
201607221103,32.832924
201607221105,29.307194
201607221112,35.711784
201607221120,31.363989
201607221122,32.320877
201607221128,32.637974
201607221133,35.853943
201607221136,28.31706
201607221145,18.739035
201607221146,22.553066
201607221147,40.058125
201607221149,30.837496
201607221152,29.645672
201607221153,18.736425
201607221155,22.552887
201607221157,20.570074
201607221166,19.72112
201607221168,35.586933
201607221179,17.09572
201607221184,18.365011
201607221186,15.30164
201607221187,15.848738
201607221188,39.939835
201607221190,15.24267
201607230090,22.180277
201607230096,24.591219
201607230099,20.54867
201607230103,21.25252
201607230106,21.612062
201607230108,19.470879
201607230109,23.291838
201607230111,22.277863
201607230113,21.447931
201607230114,21.840065
201607230116,20.667608
201607230119,23.01431
201607230120,24.88557
201607230123,21.907656
201607230124,22.173744
201607230125,23.355383
201607230127,24.174095
201607230129,31.835526
201607230134,24.951147
201607230135,28.331118
201607230138,29.396584
201607230143,27.204777
201607230145,23.867315
201607230147,26.4217
201607230150,25.04671
201607230154,25.750254
201607230159,23.359272
201607230165,29.063147
201607230167,29.785664
201607230177,25.143702
201607230191,33.059174
201607230194,38.301407
201607230199,33.457012
201607230207,30.136728
201607230209,31.049353
201607230211,33.922268
201607230222,29.61028
201607230223,32.04547
201607230226,30.781673
201607230230,36.072536
201607230231,38.44562
201607230235,38.511124
201607230237,34.82675
201607230241,39.092354
201607230243,37.2496
201607230246,33.70942
201607230252,38.011955
201607230253,39.211216
201607230254,37.732845
201607230257,32.972557
201607230258,29.182835
201607230260,37.827583
201607230265,39.09735
201607230270,34.84479
201607230273,36.501625
201607230275,34.57931
201607230277,39.815056
201607230279,44.058407
201607230280,39.313793
201607230286,43.280228
201607230287,38.113014
201607230288,38.964733
201607230289,37.440964
201607230291,37.091217
201607230298,40.995216
201607230328,39.390564
201607230330,37.986744
201607230335,31.16388
201607230344,43.213955
201607230346,33.323654
201607230351,39.182423
201607230356,36.396576
201607230367,33.144558
201607230368,38.273197
201607230372,34.28657
201607230374,39.476074
201607230375,34.355034
201607230377,42.134083
201607230380,33.8543
201607230382,43.8206
201607230387,42.691696
201607230390,42.38115
201607230393,41.174232
201607230395,33.514023
201607230400,39.4287
201607230404,45.498486
201607230406,34.24657
201607230409,37.952682
201607230412,40.84268
201607230420,34.210457
201607230434,36.725163
201607230437,40.20388
201607230439,43.98819
201607230440,47.027393
201607230442,35.581615
201607230443,35.22098
201607230445,37.171722
201607230447,35.805244
201607230448,38.928337
201607230449,35.594105
201607230451,36.254097
201607230454,38.408844
201607230456,36.39079
201607230457,32.899216
201607230458,36.112213
201607230459,35.18446
201607230461,34.272297
201607230464,34.780357
201607230467,35.228577
201607230468,35.031315
201607230470,42.629734
201607230471,29.96282
201607230475,37.508305
201607230494,32.54151
201607230509,32.232124
201607230782,24.278038
201607230783,16.652224
201607230784,17.284529
201607230786,19.142086
201607230795,20.470934
201607230796,18.938112
201607230798,27.273523
201607230800,21.640701
201607230801,23.635756
201607230842,19.65604
201607230844,27.281212
201607230846,28.117035
201607230848,37.464268
201607230854,32.456905
201607230856,26.69082
201607230858,27.224386
201607230859,30.354862
201607230861,32.429424
201607230887,37.999073
201607230891,46.233593
201607230892,51.06792
201607230893,34.538235
201607230895,42.471413
201607230903,41.637756
201607230908,38.1683
201607230911,64.40232
201607230939,49.840675
201607230940,43.45067
201607230942,45.800915
201607230946,63.14968
201607230947,39.55658
201607230949,46.73459
201607230954,52.18385
201607230967,61.800034
201607230968,64.4056
201607230971,51.292477
201607230972,63.21806
201607230974,64.04946
201607230978,47.80917
201607230980,58.057697
201607230985,57.967243
201607230987,64.82019
201607230988,51.534065
201607230992,64.69619
201607230998,55.672062
201607230999,63.354725
